4.6,1.0,17.6,13.0,0.6,0.0,23.2,8.7,35.4,27.3,4.6,1.8,27.8,9.7,53.0,40.3,5.2,1.8
2.6,0.4,20.4,17.8,0.6,0.2,19.9,4.6,46.0,34.5,3.4,1.0,22.5,5.0,66.4,52.3,4.0,1.2
